language	tagger	token	lemma
Arabic_from_EN	CAMeL-MLEDisambiguator	تجاري	تِجارِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	آخر	آخَر
Arabic_from_EN	CAMeL-MLEDisambiguator	آخر	آخَر
Arabic_from_EN	CAMeL-MLEDisambiguator	متنوعة	مُتَنَوِّع
Arabic_from_EN	CAMeL-MLEDisambiguator	جديد	جَدِيد
Arabic_from_EN	CAMeL-MLEDisambiguator	آخر	آخَر
Arabic_from_EN	CAMeL-MLEDisambiguator	أخرى	أُخْرَى
Arabic_from_EN	CAMeL-MLEDisambiguator	متنوعة	مُتَنَوِّع
Arabic_from_EN	CAMeL-MLEDisambiguator	العديد	عَدِيد
Arabic_from_EN	CAMeL-MLEDisambiguator	المختلفة	مُخْتَلِف
Arabic_from_EN	CAMeL-MLEDisambiguator	كبيراً	كَبِير
Arabic_from_EN	CAMeL-MLEDisambiguator	كبيرة	كَبِير
Arabic_from_EN	CAMeL-MLEDisambiguator	الواضحة	واضِح
Arabic_from_EN	CAMeL-MLEDisambiguator	أخرى	أُخْرَى
Arabic_from_EN	CAMeL-MLEDisambiguator	جيدة	جَيِّد
Arabic_from_EN	CAMeL-MLEDisambiguator	أكبر	أَكْبَر
Arabic_from_EN	CAMeL-MLEDisambiguator	بالأنانية	أَنانِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	آخر	آخَر
Arabic_from_EN	CAMeL-MLEDisambiguator	المتجولة	مُتَجَوِّل
Arabic_from_EN	CAMeL-MLEDisambiguator	مختلف	مُخْتَلِف
Arabic_from_EN	CAMeL-MLEDisambiguator	القادمة	قادِم
Arabic_from_EN	CAMeL-MLEDisambiguator	التالية	تالِي
Arabic_from_EN	CAMeL-MLEDisambiguator	ممتعة	مُمْتِع
Arabic_from_EN	CAMeL-MLEDisambiguator	التالية	تالِي
Arabic_from_EN	CAMeL-MLEDisambiguator	قريباً	قَرِيب
Arabic_from_EN	CAMeL-MLEDisambiguator	رائعة	رائِع
Arabic_from_EN	CAMeL-MLEDisambiguator	القادمة	قادِم
Arabic_from_EN	CAMeL-MLEDisambiguator	أخرى	أُخْرَى
Arabic_from_EN	CAMeL-MLEDisambiguator	القادمة	قادِم
Arabic_from_EN	CAMeL-MLEDisambiguator	ممتعة	مُمْتِع
Arabic_from_EN	CAMeL-MLEDisambiguator	جريء	جَرِيء
Arabic_from_EN	CAMeL-MLEDisambiguator	وجديد	جَدِيد
Arabic_from_EN	CAMeL-MLEDisambiguator	التالية	تالِي
Arabic_from_EN	CAMeL-MLEDisambiguator	فنية	فَنِّيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	فنية	فَنِّيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	صحيح	صَحِيح
Arabic_from_EN	CAMeL-MLEDisambiguator	أخرى	أُخْرَى
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	الماضي	ماضِي
Arabic_from_EN	CAMeL-MLEDisambiguator	طويل	طَوِيل
Arabic_from_EN	CAMeL-MLEDisambiguator	المعقول	مَعْقُول
Arabic_from_EN	CAMeL-MLEDisambiguator	طويل	طَوِيل
Arabic_from_EN	CAMeL-MLEDisambiguator	آخرين	آخَر
Arabic_from_EN	CAMeL-MLEDisambiguator	الكاملة	كامِل
Arabic_from_EN	CAMeL-MLEDisambiguator	الكاملة	كامِل
Arabic_from_EN	CAMeL-MLEDisambiguator	الكاملة	كامِل
Arabic_from_EN	CAMeL-MLEDisambiguator	عديدة	عَدِيد
Arabic_from_EN	CAMeL-MLEDisambiguator	قادمة	قادِم
Arabic_from_EN	CAMeL-MLEDisambiguator	مخطئًا	مُخْطِئ
Arabic_from_EN	CAMeL-MLEDisambiguator	الخاص	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الخاص	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الخاص	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	بالكامل	كامِل
Arabic_from_EN	CAMeL-MLEDisambiguator	الكاملة	كامِل
Arabic_from_EN	CAMeL-MLEDisambiguator	الرائع	رائِع
Arabic_from_EN	CAMeL-MLEDisambiguator	العديد	عَدِيد
Arabic_from_EN	CAMeL-MLEDisambiguator	فضية	فِضِّيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	أول	أَوَّل
Arabic_from_EN	CAMeL-MLEDisambiguator	المذهلة	مُذْهِل
Arabic_from_EN	CAMeL-MLEDisambiguator	المعتاد	مُعْتاد
Arabic_from_EN	CAMeL-MLEDisambiguator	مصاب	مُصاب
Arabic_from_EN	CAMeL-MLEDisambiguator	استثنائي	ٱِسْتِثْنائِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	اللاسلكي	لاسِلْكِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	العديد	عَدِيد
Arabic_from_EN	CAMeL-MLEDisambiguator	المحيطون	مُحِيط
Arabic_from_EN	CAMeL-MLEDisambiguator	ثنائية	ثُنائِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	رباعية	رُباعِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	آخرين	آخَر
Arabic_from_EN	CAMeL-MLEDisambiguator	آخرين	آخَر
Arabic_from_EN	CAMeL-MLEDisambiguator	اللاسلكية	لاسِلْكِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	أخرى	أُخْرَى
Arabic_from_EN	CAMeL-MLEDisambiguator	للآخرين	آخَر
Arabic_from_EN	CAMeL-MLEDisambiguator	أولًا	أَوَّل
Arabic_from_EN	CAMeL-MLEDisambiguator	الجديد	جَدِيد
Arabic_from_EN	CAMeL-MLEDisambiguator	صحيح	صَحِيح
Arabic_from_EN	CAMeL-MLEDisambiguator	الخاص	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	معينة	مُعَيَّن
Arabic_from_EN	CAMeL-MLEDisambiguator	الخاص	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	أكثر	أَكْثَر
Arabic_from_EN	CAMeL-MLEDisambiguator	المقبول	مَقْبُول
Arabic_from_EN	CAMeL-MLEDisambiguator	الخاصة	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	المتعلمة	مُتَعَلِّم
Arabic_from_EN	CAMeL-MLEDisambiguator	غامضة	غامِض
Arabic_from_EN	CAMeL-MLEDisambiguator	غامضة	غامِض
Arabic_from_EN	CAMeL-MLEDisambiguator	غامضة	غامِض
Arabic_from_EN	CAMeL-MLEDisambiguator	أخرى	أُخْرَى
Arabic_from_EN	CAMeL-MLEDisambiguator	القادمة	قادِم
Arabic_from_EN	CAMeL-MLEDisambiguator	القادمة	قادِم
Arabic_from_EN	CAMeL-MLEDisambiguator	مكتملة	مُكْتَمَل
Arabic_from_EN	CAMeL-MLEDisambiguator	آخر	آخَر
Arabic_from_EN	CAMeL-MLEDisambiguator	تلقائيًا	تِلْقائِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	مصمم	مُصَمِّم
Arabic_from_EN	CAMeL-MLEDisambiguator	أولًا	أَوَّل
Arabic_from_EN	CAMeL-MLEDisambiguator	بكامل	كامِل
Arabic_from_EN	CAMeL-MLEDisambiguator	بأفضل	أَفْضَل
Arabic_from_EN	CAMeL-MLEDisambiguator	الطويل	طَوِيل
Arabic_from_EN	CAMeL-MLEDisambiguator	ذاهب	ذاهِب
Arabic_from_EN	CAMeL-MLEDisambiguator	التالية	تالِي
Arabic_from_EN	CAMeL-MLEDisambiguator	ممتعة	مُمْتِع
Arabic_from_EN	CAMeL-MLEDisambiguator	أكبر	أَكْبَر
Arabic_from_EN	CAMeL-MLEDisambiguator	أكبر	أَكْبَر
Arabic_from_EN	CAMeL-MLEDisambiguator	أكبر	أَكْبَر
Arabic_from_EN	CAMeL-MLEDisambiguator	رائع	رائِع
Arabic_from_EN	CAMeL-MLEDisambiguator	اثنان	ٱِثْنانِ
Arabic_from_EN	CAMeL-MLEDisambiguator	الخاص	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	ذاهب	ذاهِب
Arabic_from_EN	CAMeL-MLEDisambiguator	جيدة	جَيِّد
Arabic_from_EN	CAMeL-MLEDisambiguator	كبيرة	كَبِير
Arabic_from_EN	CAMeL-MLEDisambiguator	الخاص	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	اللازمة	لازِم
Arabic_from_EN	CAMeL-MLEDisambiguator	الخاص	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	البرية	بَرِّيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الطويل	طَوِيل
Arabic_from_EN	CAMeL-MLEDisambiguator	برية	بَرِّيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الطويل	طَوِيل
Arabic_from_EN	CAMeL-MLEDisambiguator	مفيد	مُفِيد
Arabic_from_EN	CAMeL-MLEDisambiguator	الإلكترونية	إِلِكْترُونِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	منعش	مُنْعِش
Arabic_from_EN	CAMeL-MLEDisambiguator	أخيرًا	أَخِير
Arabic_from_EN	CAMeL-MLEDisambiguator	أخرى	أُخْرَى
Arabic_from_EN	CAMeL-MLEDisambiguator	المعتاد	مُعْتاد
Arabic_from_EN	CAMeL-MLEDisambiguator	مكتوب	مَكْتُوب
Arabic_from_EN	CAMeL-MLEDisambiguator	طويل	طَوِيل
Arabic_from_EN	CAMeL-MLEDisambiguator	والآخر	آخَر
Arabic_from_EN	CAMeL-MLEDisambiguator	مفيد	مُفِيد
Arabic_from_EN	CAMeL-MLEDisambiguator	وحيدًا	وَحِيد
Arabic_from_EN	CAMeL-MLEDisambiguator	دائمًا	دائِم
Arabic_from_EN	CAMeL-MLEDisambiguator	قليلاً	قَلِيل
Arabic_from_EN	CAMeL-MLEDisambiguator	مستعدين	مُسْتَعِدّ
Arabic_from_EN	CAMeL-MLEDisambiguator	قادمة	قادِم
Arabic_from_EN	CAMeL-MLEDisambiguator	قوية	قَوِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	خاصتي	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	مذهلاً	مُذْهِل
Arabic_from_EN	CAMeL-MLEDisambiguator	رائع	رائِع
Arabic_from_EN	CAMeL-MLEDisambiguator	الخاص	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الطويل	طَوِيل
Arabic_from_EN	CAMeL-MLEDisambiguator	جدية	جِدِّيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الإلكترونية	إِلِكْترُونِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الإلكترونية	إِلِكْترُونِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	مريحة	مُرِيح
Arabic_from_EN	CAMeL-MLEDisambiguator	تابعونا	تابِع
Arabic_from_EN	CAMeL-MLEDisambiguator	سحرية	سِحْرِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الصعب	صَعْب
Arabic_from_EN	CAMeL-MLEDisambiguator	ثنائية	ثُنائِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الثلاثي	ثُلاثِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	ذاهبين	ذاهِب
Arabic_from_EN	CAMeL-MLEDisambiguator	كبيرة	كَبِير
Arabic_from_EN	CAMeL-MLEDisambiguator	الخاص	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	سابق	سابِق
Arabic_from_EN	CAMeL-MLEDisambiguator	الخاص	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	جيدة	جَيِّد
Arabic_from_EN	CAMeL-MLEDisambiguator	جاهز	جاهِز
Arabic_from_EN	CAMeL-MLEDisambiguator	البلطجية	بَلْطَجِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	البلطجية	بَلْطَجِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الخاص	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	جيدة	جَيِّد
Arabic_from_EN	CAMeL-MLEDisambiguator	جاهز	جاهِز
Arabic_from_EN	CAMeL-MLEDisambiguator	محظوظة	مَحْظُوظ
Arabic_from_EN	CAMeL-MLEDisambiguator	الطويل	طَوِيل
Arabic_from_EN	CAMeL-MLEDisambiguator	والآخر	آخَر
Arabic_from_EN	CAMeL-MLEDisambiguator	اثنان	ٱِثْنانِ
Arabic_from_EN	CAMeL-MLEDisambiguator	آخر	آخَر
Arabic_from_EN	CAMeL-MLEDisambiguator	ذاهب	ذاهِب
Arabic_from_EN	CAMeL-MLEDisambiguator	كبيرة	كَبِير
Arabic_from_EN	CAMeL-MLEDisambiguator	ثنائية	ثُنائِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	قوية	قَوِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	النهارية	نَهارِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	المتناسق	مُتَناسِق
Arabic_from_EN	CAMeL-MLEDisambiguator	الآخرين	آخَر
Arabic_from_EN	CAMeL-MLEDisambiguator	أعلى	أَعْلَى
Arabic_from_EN	CAMeL-MLEDisambiguator	قائمة	قائِم
Arabic_from_EN	CAMeL-MLEDisambiguator	مهم	مُهِمّ
Arabic_from_EN	CAMeL-MLEDisambiguator	أول	أَوَّل
Arabic_from_EN	CAMeL-MLEDisambiguator	جيدة	جَيِّد
Arabic_from_EN	CAMeL-MLEDisambiguator	رائع	رائِع
Arabic_from_EN	CAMeL-MLEDisambiguator	الثنائية	ثُنائِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الثنائية	ثُنائِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	بالغ	بالِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	الرياضية	رِياضِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	جيداً	جَيِّد
Arabic_from_EN	CAMeL-MLEDisambiguator	الثنائية	ثُنائِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	نشيطة	نَشِيط
Arabic_from_EN	CAMeL-MLEDisambiguator	جيدة	جَيِّد
Arabic_from_EN	CAMeL-MLEDisambiguator	قليلاً	قَلِيل
Arabic_from_EN	CAMeL-MLEDisambiguator	النهارية	نَهارِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	مختلفة	مُخْتَلِف
Arabic_from_EN	CAMeL-MLEDisambiguator	المزعجة	مُزْعِج
Arabic_from_EN	CAMeL-MLEDisambiguator	بكامل	كامِل
Arabic_from_EN	CAMeL-MLEDisambiguator	الأفضل	أَفْضَل
Arabic_from_EN	CAMeL-MLEDisambiguator	مزعج	مُزْعِج
Arabic_from_EN	CAMeL-MLEDisambiguator	اثنان	ٱِثْنانِ
Arabic_from_EN	CAMeL-MLEDisambiguator	اثنان	ٱِثْنانِ
Arabic_from_EN	CAMeL-MLEDisambiguator	أكبر	أَكْبَر
Arabic_from_EN	CAMeL-MLEDisambiguator	طوال	طَوِيل
Arabic_from_EN	CAMeL-MLEDisambiguator	بعضًا	بَعْض
Arabic_from_EN	CAMeL-MLEDisambiguator	الصعبة	صَعْب
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	سياحية	سِياحِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الأرضي	أَرْضِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	أفضل	أَفْضَل
Arabic_from_EN	CAMeL-MLEDisambiguator	الأخرى	أُخْرَى
Arabic_from_EN	CAMeL-MLEDisambiguator	السريع	سَرِيع
Arabic_from_EN	CAMeL-MLEDisambiguator	مدفونة	مَدْفُون
Arabic_from_EN	CAMeL-MLEDisambiguator	عظيمة	عَظِيم
Arabic_from_EN	CAMeL-MLEDisambiguator	داكنة	داكِن
Arabic_from_EN	CAMeL-MLEDisambiguator	الداكنة	داكِن
Arabic_from_EN	CAMeL-MLEDisambiguator	خاصة	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	معينة	مُعَيَّن
Arabic_from_EN	CAMeL-MLEDisambiguator	المرهقين	مُرْهِق
Arabic_from_EN	CAMeL-MLEDisambiguator	الجاهز	جاهِز
Arabic_from_EN	CAMeL-MLEDisambiguator	رملية	رَمْلِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الرملية	رَمْلِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	مروعة	مُرَوِّع
Arabic_from_EN	CAMeL-MLEDisambiguator	الرملية	رَمْلِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	التجارية	تِجارِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	خاصية	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	مذهل	مُذْهِل
Arabic_from_EN	CAMeL-MLEDisambiguator	البعض	بَعْض
Arabic_from_EN	CAMeL-MLEDisambiguator	رائعة	رائِع
Arabic_from_EN	CAMeL-MLEDisambiguator	محدد	مُحَدَّد
Arabic_from_EN	CAMeL-MLEDisambiguator	خاطئة	خاطِئ
Arabic_from_EN	CAMeL-MLEDisambiguator	مهمٌ	مُهِمّ
Arabic_from_EN	CAMeL-MLEDisambiguator	بالكامل	كامِل
Arabic_from_EN	CAMeL-MLEDisambiguator	جيدة	جَيِّد
Arabic_from_EN	CAMeL-MLEDisambiguator	مختلفون	مُخْتَلِف
Arabic_from_EN	CAMeL-MLEDisambiguator	مختلفة	مُخْتَلِف
Arabic_from_EN	CAMeL-MLEDisambiguator	ملياً	مِلِّيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	رائع	رائِع
Arabic_from_EN	CAMeL-MLEDisambiguator	الشديد	شَدِيد
Arabic_from_EN	CAMeL-MLEDisambiguator	ببعضهم	بَعْض
Arabic_from_EN	CAMeL-MLEDisambiguator	البعض	بَعْض
Arabic_from_EN	CAMeL-MLEDisambiguator	قوي	قَوِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	المتحرك	مُتَحَرِّك
Arabic_from_EN	CAMeL-MLEDisambiguator	المتحرك	مُتَحَرِّك
Arabic_from_EN	CAMeL-MLEDisambiguator	تلفزيوني	تِلفِزيُونِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الرياضية	رِياضِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	المتحرك	مُتَحَرِّك
Arabic_from_EN	CAMeL-MLEDisambiguator	مرفوع	مَرْفُوع
Arabic_from_EN	CAMeL-MLEDisambiguator	الرياضية	رِياضِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الرياضية	رِياضِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	المتحرك	مُتَحَرِّك
Arabic_from_EN	CAMeL-MLEDisambiguator	مرفوع	مَرْفُوع
Arabic_from_EN	CAMeL-MLEDisambiguator	الرياضية	رِياضِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الرياضية	رِياضِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الأفضل	أَفْضَل
Arabic_from_EN	CAMeL-MLEDisambiguator	الخاص	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الكهربائي	كَهْرَبائِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الموسيقي	مُوسِيقِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	رائع	رائِع
Arabic_from_EN	CAMeL-MLEDisambiguator	مختلفة	مُخْتَلِف
Arabic_from_EN	CAMeL-MLEDisambiguator	الخاصة	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	ملياً	مِلِّيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الماضي	ماضِي
Arabic_from_EN	CAMeL-MLEDisambiguator	مذهلة	مُذْهِل
Arabic_from_EN	CAMeL-MLEDisambiguator	رائعة	رائِع
Arabic_from_EN	CAMeL-MLEDisambiguator	رائعة	رائِع
Arabic_from_EN	CAMeL-MLEDisambiguator	قادرة	قادِر
Arabic_from_EN	CAMeL-MLEDisambiguator	المفضلون	مُفَضَّل
Arabic_from_EN	CAMeL-MLEDisambiguator	المتحرك	مُتَحَرِّك
Arabic_from_EN	CAMeL-MLEDisambiguator	مختلفة	مُخْتَلِف
Arabic_from_EN	CAMeL-MLEDisambiguator	تلقائيًا	تِلْقائِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	مذهل	مُذْهِل
Arabic_from_EN	CAMeL-MLEDisambiguator	القديمة	قَدِيم
Arabic_from_EN	CAMeL-MLEDisambiguator	مغلق	مُغْلَق
Arabic_from_EN	CAMeL-MLEDisambiguator	معقدة	مُعَقَّد
Arabic_from_EN	CAMeL-MLEDisambiguator	معينة	مُعَيَّن
Arabic_from_EN	CAMeL-MLEDisambiguator	الرئيسي	رَئِيسِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الطبيعية	طَبِيعِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	المسمى	مُسَمَّى
Arabic_from_EN	CAMeL-MLEDisambiguator	الموسمية	مَوْسِمِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	رائعًا	رائِع
Arabic_from_EN	CAMeL-MLEDisambiguator	مشغولون	مَشْغُول
Arabic_from_EN	CAMeL-MLEDisambiguator	أولًا	أَوَّل
Arabic_from_EN	CAMeL-MLEDisambiguator	الصيفي	صَيْفِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	كثيفة	كَثِيف
Arabic_from_EN	CAMeL-MLEDisambiguator	منعشة	مُنْعِش
Arabic_from_EN	CAMeL-MLEDisambiguator	خاصتي	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الشتوي	شَتَوِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	شاهق	شاهِق
Arabic_from_EN	CAMeL-MLEDisambiguator	خاصتي	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	مشغولاً	مَشْغُول
Arabic_from_EN	CAMeL-MLEDisambiguator	الوحيد	وَحِيد
Arabic_from_EN	CAMeL-MLEDisambiguator	الموسمية	مَوْسِمِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الأربعة	أَرْبَع
Arabic_from_EN	CAMeL-MLEDisambiguator	قليلاً	قَلِيل
Arabic_from_EN	CAMeL-MLEDisambiguator	دافئ	دافِئ
Arabic_from_EN	CAMeL-MLEDisambiguator	قليلاً	قَلِيل
Arabic_from_EN	CAMeL-MLEDisambiguator	دافئ	دافِئ
Arabic_from_EN	CAMeL-MLEDisambiguator	كبيرة	كَبِير
Arabic_from_EN	CAMeL-MLEDisambiguator	وصحية	صِحِّيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	مئوية	مِئَوِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	مئوية	مِئَوِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	مئوية	مِئَوِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	الصخري	صَخْرِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الصخري	صَخْرِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الثلاثة	ثَلاث
Arabic_from_EN	CAMeL-MLEDisambiguator	ممكناً	مُمْكِن
Arabic_from_EN	CAMeL-MLEDisambiguator	مختلفة	مُخْتَلِف
Arabic_from_EN	CAMeL-MLEDisambiguator	هائلًا	هائِل
Arabic_from_EN	CAMeL-MLEDisambiguator	كبير	كَبِير
Arabic_from_EN	CAMeL-MLEDisambiguator	الفائقة	فائِق
Arabic_from_EN	CAMeL-MLEDisambiguator	الثلاث	ثَلاث
Arabic_from_EN	CAMeL-MLEDisambiguator	وأخيراً	أَخِير
Arabic_from_EN	CAMeL-MLEDisambiguator	الأسطورية	أُسْطُورِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الثلاثة	ثَلاث
Arabic_from_EN	CAMeL-MLEDisambiguator	القديم	قَدِيم
Arabic_from_EN	CAMeL-MLEDisambiguator	البعض	بَعْض
Arabic_from_EN	CAMeL-MLEDisambiguator	قادر	قادِر
Arabic_from_EN	CAMeL-MLEDisambiguator	ببعضهم	بَعْض
Arabic_from_EN	CAMeL-MLEDisambiguator	الأفضل	أَفْضَل
Arabic_from_EN	CAMeL-MLEDisambiguator	الحية	حَيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	بعضاً	بَعْض
Arabic_from_EN	CAMeL-MLEDisambiguator	ببعضها	بَعْض
Arabic_from_EN	CAMeL-MLEDisambiguator	السماوي	سَماوِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	السماوي	سَماوِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	خاصتي	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الخاص	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	مختلفًا	مُخْتَلِف
Arabic_from_EN	CAMeL-MLEDisambiguator	الخاصة	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	قليلاً	قَلِيل
Arabic_from_EN	CAMeL-MLEDisambiguator	ساكناً	ساكِن
Arabic_from_EN	CAMeL-MLEDisambiguator	جريء	جَرِيء
Arabic_from_EN	CAMeL-MLEDisambiguator	معجب	مُعْجَب
Arabic_from_EN	CAMeL-MLEDisambiguator	التجارية	تِجارِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	الخاص	خاصّ
Arabic_from_EN	CAMeL-MLEDisambiguator	أخرى	أُخْرَى
Arabic_from_EN	CAMeL-MLEDisambiguator	الطويل	طَوِيل
Arabic_from_EN	CAMeL-MLEDisambiguator	واقفون	واقِف
Arabic_from_EN	CAMeL-MLEDisambiguator	العاصف	عاصِف
Arabic_from_EN	CAMeL-MLEDisambiguator	قليلًا	قَلِيل
Arabic_from_EN	CAMeL-MLEDisambiguator	السماوي	سَماوِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	أكثر	أَكْثَر
Arabic_from_EN	CAMeL-MLEDisambiguator	السماوي	سَماوِيّ
Arabic_from_EN	CAMeL-MLEDisambiguator	أعلى	أَعْلَى
Arabic_from_EN	CAMeL-MLEDisambiguator	النائمة	نائِم
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
Arabic_from_EN	CAMeL-MLEDisambiguator	فارغ	فارِغ
